64032 silly lifecycle string_decoder@0.10.31~preinstall: no script for preinstall, continuing
68195 silly build repeat-element@1.1.2
68196 info linkStuff repeat-element@1.1.2
68197 silly linkStuff repeat-element@1.1.2 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68198 verbose linkBins repeat-element@1.1.2
68199 verbose linkMans repeat-element@1.1.2
68200 silly build repeat-string@1.6.1
68201 info linkStuff repeat-string@1.6.1
68202 silly linkStuff repeat-string@1.6.1 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68203 verbose linkBins repeat-string@1.6.1
68204 verbose linkMans repeat-string@1.6.1
68205 silly build fill-range@2.2.3
68206 info linkStuff fill-range@2.2.3
68207 silly linkStuff fill-range@2.2.3 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68208 verbose linkBins fill-range@2.2.3
68209 verbose linkMans fill-range@2.2.3
68210 silly build expand-range@1.8.2
68211 info linkStuff expand-range@1.8.2
68212 silly linkStuff expand-range@1.8.2 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68213 verbose linkBins expand-range@1.8.2
68214 verbose linkMans expand-range@1.8.2
68215 silly build braces@1.8.5
68216 info linkStuff braces@1.8.5
68217 silly linkStuff braces@1.8.5 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68218 verbose linkBins braces@1.8.5
68219 verbose linkMans braces@1.8.5
68220 silly build micromatch@2.3.11
68221 info linkStuff micromatch@2.3.11
68222 silly linkStuff micromatch@2.3.11 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68223 verbose linkBins micromatch@2.3.11
68224 verbose linkMans micromatch@2.3.11
68225 silly build anymatch@1.3.0
68226 info linkStuff anymatch@1.3.0
68227 silly linkStuff anymatch@1.3.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68228 verbose linkBins anymatch@1.3.0
68229 verbose linkMans anymatch@1.3.0
68230 silly build align-text@0.1.4
68231 info linkStuff align-text@0.1.4
68232 silly linkStuff align-text@0.1.4 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68233 verbose linkBins align-text@0.1.4
68234 verbose linkMans align-text@0.1.4
68235 silly build center-align@0.1.3
68236 info linkStuff center-align@0.1.3
68237 silly linkStuff center-align@0.1.3 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68238 verbose linkBins center-align@0.1.3
68239 verbose linkMans center-align@0.1.3
68240 silly build repeating@2.0.1
68241 info linkStuff repeating@2.0.1
68242 silly linkStuff repeating@2.0.1 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68243 verbose linkBins repeating@2.0.1
68244 verbose linkMans repeating@2.0.1
68245 silly build indent-string@2.1.0
68246 info linkStuff indent-string@2.1.0
68247 silly linkStuff indent-string@2.1.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68248 verbose linkBins indent-string@2.1.0
68249 verbose linkMans indent-string@2.1.0
68250 silly build detect-indent@4.0.0
68251 info linkStuff detect-indent@4.0.0
68252 silly linkStuff detect-indent@4.0.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68253 verbose linkBins detect-indent@4.0.0
68254 verbose linkMans detect-indent@4.0.0
68255 silly build require-directory@2.1.1
68256 info linkStuff require-directory@2.1.1
68257 silly linkStuff require-directory@2.1.1 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68258 verbose linkBins require-directory@2.1.1
68259 verbose linkMans require-directory@2.1.1
68260 silly build require-from-string@1.2.1
68261 info linkStuff require-from-string@1.2.1
68262 silly linkStuff require-from-string@1.2.1 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68263 verbose linkBins require-from-string@1.2.1
68264 verbose linkMans require-from-string@1.2.1
68265 silly build require-main-filename@1.0.1
68266 info linkStuff require-main-filename@1.0.1
68267 silly linkStuff require-main-filename@1.0.1 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68268 verbose linkBins require-main-filename@1.0.1
68269 verbose linkMans require-main-filename@1.0.1
68270 silly build requires-port@1.0.0
68271 info linkStuff requires-port@1.0.0
68272 silly linkStuff requires-port@1.0.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68273 verbose linkBins requires-port@1.0.0
68274 verbose linkMans requires-port@1.0.0
68275 silly build url-parse@1.0.5
68276 info linkStuff url-parse@1.0.5
68277 silly linkStuff url-parse@1.0.5 has /Users/Tandy/Project/tandyBlog/node_modules/original/node_modules as its parent node_modules
68278 verbose linkBins url-parse@1.0.5
68279 verbose linkMans url-parse@1.0.5
68280 silly build original@1.0.0
68281 info linkStuff original@1.0.0
68282 silly linkStuff original@1.0.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68283 verbose linkBins original@1.0.0
68284 verbose linkMans original@1.0.0
68285 silly build eventsource@0.1.6
68286 info linkStuff eventsource@0.1.6
68287 silly linkStuff eventsource@0.1.6 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68288 verbose linkBins eventsource@0.1.6
68289 verbose linkMans eventsource@0.1.6
68290 silly build http-proxy@1.16.2
68291 info linkStuff http-proxy@1.16.2
68292 silly linkStuff http-proxy@1.16.2 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68293 verbose linkBins http-proxy@1.16.2
68294 verbose linkMans http-proxy@1.16.2
68295 silly build http-proxy-middleware@0.17.4
68296 info linkStuff http-proxy-middleware@0.17.4
68297 silly linkStuff http-proxy-middleware@0.17.4 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68298 verbose linkBins http-proxy-middleware@0.17.4
68299 verbose linkMans http-proxy-middleware@0.17.4
68300 silly build resolve-url@0.2.1
68301 info linkStuff resolve-url@0.2.1
68302 silly linkStuff resolve-url@0.2.1 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68303 verbose linkBins resolve-url@0.2.1
68304 verbose linkMans resolve-url@0.2.1
68305 silly build camelcase@1.2.1
68306 info linkStuff camelcase@1.2.1
68307 silly linkStuff camelcase@1.2.1 has /Users/Tandy/Project/tandyBlog/node_modules/resolve-url-loader/node_modules as its parent node_modules
68308 verbose linkBins camelcase@1.2.1
68309 verbose linkMans camelcase@1.2.1
68310 silly build source-map@0.1.43
68311 info linkStuff source-map@0.1.43
68312 silly linkStuff source-map@0.1.43 has /Users/Tandy/Project/tandyBlog/node_modules/resolve-url-loader/node_modules as its parent node_modules
68313 verbose linkBins source-map@0.1.43
68314 verbose linkMans source-map@0.1.43
68315 silly build rework-visit@1.0.0
68316 info linkStuff rework-visit@1.0.0
68317 silly linkStuff rework-visit@1.0.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68318 verbose linkBins rework-visit@1.0.0
68319 verbose linkMans rework-visit@1.0.0
68320 silly build convert-source-map@0.3.5
68321 info linkStuff convert-source-map@0.3.5
68322 silly linkStuff convert-source-map@0.3.5 has /Users/Tandy/Project/tandyBlog/node_modules/rework/node_modules as its parent node_modules
68323 verbose linkBins convert-source-map@0.3.5
68324 verbose linkMans convert-source-map@0.3.5
68325 silly build right-align@0.1.3
68326 info linkStuff right-align@0.1.3
68327 silly linkStuff right-align@0.1.3 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68328 verbose linkBins right-align@0.1.3
68329 verbose linkMans right-align@0.1.3
68330 silly build ripemd160@1.0.1
68331 info linkStuff ripemd160@1.0.1
68332 silly linkStuff ripemd160@1.0.1 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68333 verbose linkBins ripemd160@1.0.1
68334 verbose linkMans ripemd160@1.0.1
68335 silly build safe-buffer@5.0.1
68336 info linkStuff safe-buffer@5.0.1
68337 silly linkStuff safe-buffer@5.0.1 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68338 verbose linkBins safe-buffer@5.0.1
68339 verbose linkMans safe-buffer@5.0.1
68340 silly build sass-loader@4.1.1
68341 info linkStuff sass-loader@4.1.1
68342 silly linkStuff sass-loader@4.1.1 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68343 verbose linkBins sass-loader@4.1.1
68344 verbose linkMans sass-loader@4.1.1
68345 silly build sax@1.2.2
68346 info linkStuff sax@1.2.2
68347 silly linkStuff sax@1.2.2 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68348 verbose linkBins sax@1.2.2
68349 verbose linkMans sax@1.2.2
68350 silly build select-hose@2.0.0
68351 info linkStuff select-hose@2.0.0
68352 silly linkStuff select-hose@2.0.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68353 verbose linkBins select-hose@2.0.0
68354 verbose linkMans select-hose@2.0.0
68355 silly build semver@5.3.0
68356 info linkStuff semver@5.3.0
68357 silly linkStuff semver@5.3.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68358 verbose linkBins semver@5.3.0
68359 verbose link bins [ { semver: './bin/semver' },
68359 verbose link bins   '/Users/Tandy/Project/tandyBlog/node_modules/.bin',
68359 verbose link bins   false ]
68360 verbose linkMans semver@5.3.0
68361 silly gentlyRm /Users/Tandy/Project/tandyBlog/node_modules/.bin/semver is being purged
68362 verbose gentlyRm don't care about contents; nuking /Users/Tandy/Project/tandyBlog/node_modules/.bin/semver
68363 silly build debug@2.6.1
68364 info linkStuff debug@2.6.1
68365 silly linkStuff debug@2.6.1 has /Users/Tandy/Project/tandyBlog/node_modules/send/node_modules as its parent node_modules
68366 verbose linkBins debug@2.6.1
68367 verbose linkMans debug@2.6.1
68368 silly build ms@0.7.1
68369 info linkStuff ms@0.7.1
68370 silly linkStuff ms@0.7.1 has /Users/Tandy/Project/tandyBlog/node_modules/serve-index/node_modules as its parent node_modules
68371 verbose linkBins ms@0.7.1
68372 verbose linkMans ms@0.7.1
68373 silly build debug@2.2.0
68374 info linkStuff debug@2.2.0
68375 silly linkStuff debug@2.2.0 has /Users/Tandy/Project/tandyBlog/node_modules/serve-index/node_modules as its parent node_modules
68376 verbose linkBins debug@2.2.0
68377 verbose linkMans debug@2.2.0
68378 silly build setprototypeof@1.0.2
68379 info linkStuff setprototypeof@1.0.2
68380 silly linkStuff setprototypeof@1.0.2 has /Users/Tandy/Project/tandyBlog/node_modules/serve-index/node_modules as its parent node_modules
68381 verbose linkBins setprototypeof@1.0.2
68382 verbose linkMans setprototypeof@1.0.2
68383 silly build set-blocking@2.0.0
68384 info linkStuff set-blocking@2.0.0
68385 silly linkStuff set-blocking@2.0.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68386 verbose linkBins set-blocking@2.0.0
68387 verbose linkMans set-blocking@2.0.0
68388 silly build set-immediate-shim@1.0.1
68389 info linkStuff set-immediate-shim@1.0.1
68390 silly linkStuff set-immediate-shim@1.0.1 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68391 verbose linkBins set-immediate-shim@1.0.1
68392 verbose linkMans set-immediate-shim@1.0.1
68393 silly build setimmediate@1.0.5
68394 info linkStuff setimmediate@1.0.5
68395 silly linkStuff setimmediate@1.0.5 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68396 verbose linkBins setimmediate@1.0.5
68397 verbose linkMans setimmediate@1.0.5
68398 silly build setprototypeof@1.0.3
68399 info linkStuff setprototypeof@1.0.3
68400 silly linkStuff setprototypeof@1.0.3 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68401 verbose linkBins setprototypeof@1.0.3
68402 verbose linkMans setprototypeof@1.0.3
68403 silly build sha.js@2.4.8
68404 info linkStuff sha.js@2.4.8
68405 silly linkStuff sha.js@2.4.8 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68406 verbose linkBins sha.js@2.4.8
68407 verbose link bins [ { 'sha.js': './bin.js' },
68407 verbose link bins   '/Users/Tandy/Project/tandyBlog/node_modules/.bin',
68407 verbose link bins   false ]
68408 verbose linkMans sha.js@2.4.8
68409 silly gentlyRm /Users/Tandy/Project/tandyBlog/node_modules/.bin/sha.js is being purged
68410 verbose gentlyRm don't care about contents; nuking /Users/Tandy/Project/tandyBlog/node_modules/.bin/sha.js
68411 silly build create-hash@1.1.2
68412 info linkStuff create-hash@1.1.2
68413 silly linkStuff create-hash@1.1.2 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68414 verbose linkBins create-hash@1.1.2
68415 verbose linkMans create-hash@1.1.2
68416 silly build evp_bytestokey@1.0.0
68417 info linkStuff evp_bytestokey@1.0.0
68418 silly linkStuff evp_bytestokey@1.0.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68419 verbose linkBins evp_bytestokey@1.0.0
68420 verbose linkMans evp_bytestokey@1.0.0
68421 silly build create-hmac@1.1.4
68422 info linkStuff create-hmac@1.1.4
68423 silly linkStuff create-hmac@1.1.4 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68424 verbose linkBins create-hmac@1.1.4
68425 verbose linkMans create-hmac@1.1.4
68426 silly build pbkdf2@3.0.9
68427 info linkStuff pbkdf2@3.0.9
68428 silly linkStuff pbkdf2@3.0.9 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68429 verbose linkBins pbkdf2@3.0.9
68430 verbose linkMans pbkdf2@3.0.9
68431 silly build browserify-aes@1.0.6
68432 info linkStuff browserify-aes@1.0.6
68433 silly linkStuff browserify-aes@1.0.6 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68434 verbose linkBins browserify-aes@1.0.6
68435 verbose linkMans browserify-aes@1.0.6
68436 silly build parse-asn1@5.1.0
68437 info linkStuff parse-asn1@5.1.0
68438 silly linkStuff parse-asn1@5.1.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68439 verbose linkBins parse-asn1@5.1.0
68440 verbose linkMans parse-asn1@5.1.0
68441 silly build public-encrypt@4.0.0
68442 info linkStuff public-encrypt@4.0.0
68443 silly linkStuff public-encrypt@4.0.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68444 verbose linkBins public-encrypt@4.0.0
68445 verbose linkMans public-encrypt@4.0.0
68446 silly build browserify-sign@4.0.4
68447 info linkStuff browserify-sign@4.0.4
68448 silly linkStuff browserify-sign@4.0.4 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68449 verbose linkBins browserify-sign@4.0.4
68450 verbose linkMans browserify-sign@4.0.4
68451 silly build browserify-cipher@1.0.0
68452 info linkStuff browserify-cipher@1.0.0
68453 silly linkStuff browserify-cipher@1.0.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68454 verbose linkBins browserify-cipher@1.0.0
68455 verbose linkMans browserify-cipher@1.0.0
68456 silly build crypto-browserify@3.11.0
68457 info linkStuff crypto-browserify@3.11.0
68458 silly linkStuff crypto-browserify@3.11.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68459 verbose linkBins crypto-browserify@3.11.0
68460 verbose linkMans crypto-browserify@3.11.0
68461 silly build shebang-regex@1.0.0
68462 info linkStuff shebang-regex@1.0.0
68463 silly linkStuff shebang-regex@1.0.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68464 verbose linkBins shebang-regex@1.0.0
68465 verbose linkMans shebang-regex@1.0.0
68466 silly build shebang-command@1.2.0
68467 info linkStuff shebang-command@1.2.0
68468 silly linkStuff shebang-command@1.2.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68469 verbose linkBins shebang-command@1.2.0
68470 verbose linkMans shebang-command@1.2.0
68471 silly build shellwords@0.1.0
68472 info linkStuff shellwords@0.1.0
68473 silly linkStuff shellwords@0.1.0 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68474 verbose linkBins shellwords@0.1.0
68475 verbose linkMans shellwords@0.1.0
68476 silly build sigmund@1.0.1
68477 info linkStuff sigmund@1.0.1
68478 silly linkStuff sigmund@1.0.1 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68479 verbose linkBins sigmund@1.0.1
68480 verbose linkMans sigmund@1.0.1
68481 silly build editorconfig@0.13.2
68482 info linkStuff editorconfig@0.13.2
68483 silly linkStuff editorconfig@0.13.2 has /Users/Tandy/Project/tandyBlog/node_modules as its parent node_modules
68484 verbose linkBins editorconfig@0.13.2
68485 verbose link bins [ { editorconfig: 'bin/editorconfig' },
68485 verbose link bins   '/Users/Tandy/Project/tandyBlog/node_modules/.bin',
68485 verbose link bins   false ]
68486 verbose linkMans editorconfig@0.13.2
68487 silly gentlyRm /Users/Tandy/Project/tandyBlog/node_modules/.bin/editorconfig is being purged
68488 verbose gentlyRm don't care about contents; nuking /Users/Tandy/Project/tandyBlog/node_modules/.bin/editorconfig
